docno,text,education,company,title,period,qid,score
341,"Implemented error handling, time and memory profiling, and communication between master and worker nodes for distributed compilation. Support on x86 as well as ARM machines.","[{""school"": ""University of Washington"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": ""2017 \u2013 2020""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": null}, {""school"": ""City University of Hong Kong"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Computer Engineering"", ""period"": ""2012 \u2013 2017""}]",Synopsys Inc Full-time,Software Engineer,Oct 2020 – Sep 2021,1,-1
342,"Fixed and maintained incremental compilation, which reduces compile time for Verilog designs on a module level by recognizing modules which do not require recompilation.","[{""school"": ""University of Washington"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": ""2017 \u2013 2020""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": null}, {""school"": ""City University of Hong Kong"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Computer Engineering"", ""period"": ""2012 \u2013 2017""}]",Synopsys Inc Full-time,Software Engineer,Oct 2020 – Sep 2021,1,-1
343,Directly Responsible Individual for visual-inertial odometry (VIO) module.,"[{""school"": ""University of Washington"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": ""2017 \u2013 2020""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": null}, {""school"": ""City University of Hong Kong"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Computer Engineering"", ""period"": ""2012 \u2013 2017""}]","Industrial Technology Research Institute (ITRI)(工業技術研究院, 工研院) Internship",Autonomous Driving R&D Intern,Jun 2018 – Dec 2018,1,-1
344,Survey recent advances in VIO as well as deploy and test VIO on self-driving cars extensively under diverse road conditions.,"[{""school"": ""University of Washington"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": ""2017 \u2013 2020""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": null}, {""school"": ""City University of Hong Kong"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Computer Engineering"", ""period"": ""2012 \u2013 2017""}]","Industrial Technology Research Institute (ITRI)(工業技術研究院, 工研院) Internship",Autonomous Driving R&D Intern,Jun 2018 – Dec 2018,1,-1
345,Improved VIO failure detection module by incorporating vehicle motion constraints into the original algorithm.,"[{""school"": ""University of Washington"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": ""2017 \u2013 2020""}, {""school"": ""National Chiao Tung University"", ""degree"": ""Master of Science - MS"", ""major"": null, ""period"": null}, {""school"": ""City University of Hong Kong"", ""degree"": ""Bachelor of Engineering - BE"", ""major"": ""Computer Engineering"", ""period"": ""2012 \u2013 2017""}]","Industrial Technology Research Institute (ITRI)(工業技術研究院, 工研院) Internship",Autonomous Driving R&D Intern,Jun 2018 – Dec 2018,1,-1
346,"- Research, implement, debug, and test several projects for the North Dakota Department of Transportation and other agencies","[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",Upper Great Plains Transportation Institute DOT Support Center Internship,Software Engineering Intern,Oct 2019 – May 2021,1,-1
347,"- Implement front-end and back-end for various projects with multiple programming languages and platforms, including ASP.NET, MVC, React.js, Node.js, JavaScript, C#, SQL, and Python","[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",Upper Great Plains Transportation Institute DOT Support Center Internship,Software Engineering Intern,Oct 2019 – May 2021,1,2
348,- Practice and utilize real-world software development cycle on several projects,"[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",Upper Great Plains Transportation Institute DOT Support Center Internship,Software Engineering Intern,Oct 2019 – May 2021,1,-1
349,- Here are the links to some of the projects that I had worked on:,"[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",Upper Great Plains Transportation Institute DOT Support Center Internship,Software Engineering Intern,Oct 2019 – May 2021,1,-1
350,"• Hone problems solving skills by tutoring students in a variety of areas including but not limited to computer science, math, and statistics.","[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",NDSU Student Success Program Part-time,CRLA certified tutor,Jan 2018 – May 2021,1,-1
351,• Enhance debugging skills by assisting students on their coding projects.,"[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",NDSU Student Success Program Part-time,CRLA certified tutor,Jan 2018 – May 2021,1,-1
352,• Develop communication skills by explaining how to solve specific problems to students.,"[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",NDSU Student Success Program Part-time,CRLA certified tutor,Jan 2018 – May 2021,1,-1
353,• Listen to and provide excellent services to diverse customers with relative business.,"[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",NDSU Card Center,Student Associate,Aug 2018 – Oct 2019,1,-1
354,• Apply concentration ability by operating computer system correctly.,"[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",NDSU Card Center,Student Associate,Aug 2018 – Oct 2019,1,-1
355,• Demonstrate attention to detail and integrity by ensuring accurate cash count and daily account balances.,"[{""school"": ""University of California, San Diego - Jacobs School of Engineering"", ""degree"": ""Master of Science - MS"", ""major"": ""Computer Science"", ""period"": ""2021 \u2013 2023""}, {""school"": ""North Dakota State University"", ""degree"": ""Undergraduate"", ""major"": ""BS, Computer Science; BS,Statistics; Minor in Honors"", ""period"": ""2017 \u2013 2021""}]",NDSU Card Center,Student Associate,Aug 2018 – Oct 2019,1,-1
356,"• Worked with NSX group, involved in designing testbed for virtual smartnic(network interface controller) using Colibri framework in Python on Linux virtual machine.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""Shandong Jianzhu University"", ""degree"": ""Bachelor's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2015 \u2013 2019""}]",VMware Full-time,Product Development Intern,May 2021 – Aug 2021,1,-1
357,"• Deployed and configured a linux server topology for Smartnic Unit Testing, to test packet capture feature on smartnic simulator.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""Shandong Jianzhu University"", ""degree"": ""Bachelor's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2015 \u2013 2019""}]",VMware Full-time,Product Development Intern,May 2021 – Aug 2021,1,-1
358,• Found high priority networking bugs and collaborated with teams to fix the bugs.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""Shandong Jianzhu University"", ""degree"": ""Bachelor's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2015 \u2013 2019""}]",VMware Full-time,Product Development Intern,May 2021 – Aug 2021,1,-1
359,"• Designed testing procedure of Arping util on ESXi (hypervisor used for server virtualization), migrated arping tools from linux to ESXi.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""Shandong Jianzhu University"", ""degree"": ""Bachelor's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2015 \u2013 2019""}]",VMware Full-time,Product Development Intern,May 2021 – Aug 2021,1,-1
360,• Built a system to provide Location-Based Services (LBS) to users to query nearby taxis in real time by using grid-based index.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""Shandong Jianzhu University"", ""degree"": ""Bachelor's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2015 \u2013 2019""}]",Chinese Academy of Sciences Part-time,Research Assistant Intern,Jul 2017,1,-1
361,• Developed a prototype algorithm to quickly query and update taxis locations by using doublely circular linkedlist and hash table.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""Shandong Jianzhu University"", ""degree"": ""Bachelor's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2015 \u2013 2019""}]",Chinese Academy of Sciences Part-time,Research Assistant Intern,Jul 2017,1,-1
362,"• Implemented the k-nearest neighbors (KNN) algorithm to display nearby available taxis to clients, also used min-heap to speed up nearest neighbors searching process.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2020 \u2013 2022""}, {""school"": ""Shandong Jianzhu University"", ""degree"": ""Bachelor's degree"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2015 \u2013 2019""}]",Chinese Academy of Sciences Part-time,Research Assistant Intern,Jul 2017,1,-1
